Received by learning locker;;;;;;;;Send by external device;;;;;;;;;
10/12/2021;13;6;10.382Z;10;382;;;14:6:10:230;14;6;10;230;;;;;152
10/12/2021;13;6;10.261Z;10;261;;;14:6:10:125;14;6;10;125;;;;;136
10/12/2021;13;6;10.157Z;10;157;;;14:6:10:10;14;6;10;10;;;;;147
10/12/2021;13;6;10.038Z;10;38;;;14:6:9:898;14;6;9;898;;;;;140
10/12/2021;13;6;09.930Z;9;930;;;14:6:9:697;14;6;9;697;;;;;233
10/12/2021;13;6;09.723Z;9;723;;;14:6:9:583;14;6;9;583;;;;;140
10/12/2021;13;6;09.612Z;9;612;;;14:6:9:466;14;6;9;466;;;;;146
10/12/2021;13;6;09.493Z;9;493;;;14:6:9:348;14;6;9;348;;;;;145
10/12/2021;13;6;09.377Z;9;377;;;14:6:9:232;14;6;9;232;;;;;145
10/12/2021;13;6;09.260Z;9;260;;;14:6:9:113;14;6;9;113;;;;;147
10/12/2021;13;6;09.140Z;9;140;;;14:6:8:995;14;6;8;995;;;;;145
10/12/2021;13;6;09.022Z;9;22;;;14:6:8:877;14;6;8;877;;;;;145
10/12/2021;13;6;08.906Z;8;906;;;14:6:8:761;14;6;8;761;;;;;145
10/12/2021;13;6;08.789Z;8;789;;;14:6:8:645;14;6;8;645;;;;;144
10/12/2021;13;6;08.673Z;8;673;;;14:6:8:528;14;6;8;528;;;;;145
10/12/2021;13;6;08.555Z;8;555;;;14:6:8:411;14;6;8;411;;;;;144
10/12/2021;13;6;08.437Z;8;437;;;14:6:8:292;14;6;8;292;;;;;145
10/12/2021;13;6;08.320Z;8;320;;;14:6:8:173;14;6;8;173;;;;;147
10/12/2021;13;6;08.201Z;8;201;;;14:6:8:56;14;6;8;56;;;;;145
10/12/2021;13;6;08.084Z;8;84;;;14:6:7:940;14;6;7;940;;;;;144
10/12/2021;13;6;07.968Z;7;968;;;14:6:7:823;14;6;7;823;;;;;145
10/12/2021;13;6;07.849Z;7;849;;;14:6:7:704;14;6;7;704;;;;;145
10/12/2021;13;6;07.733Z;7;733;;;14:6:7:588;14;6;7;588;;;;;145
10/12/2021;13;6;07.616Z;7;616;;;14:6:7:472;14;6;7;472;;;;;144
10/12/2021;13;6;07.499Z;7;499;;;14:6:7:354;14;6;7;354;;;;;145
10/12/2021;13;6;07.381Z;7;381;;;14:6:7:236;14;6;7;236;;;;;145
10/12/2021;13;6;07.265Z;7;265;;;14:6:7:121;14;6;7;121;;;;;144
10/12/2021;13;6;07.149Z;7;149;;;14:6:7:5;14;6;7;5;;;;;144
10/12/2021;13;6;07.033Z;7;33;;;14:6:6:889;14;6;6;889;;;;;144
10/12/2021;13;6;06.919Z;6;919;;;14:6:6:775;14;6;6;775;;;;;144
10/12/2021;13;6;06.804Z;6;804;;;14:6:6:652;14;6;6;652;;;;;152
10/12/2021;13;6;06.680Z;6;680;;;14:6:6:532;14;6;6;532;;;;;148
10/12/2021;13;6;06.560Z;6;560;;;14:6:6:415;14;6;6;415;;;;;145
10/12/2021;13;6;06.442Z;6;442;;;14:6:6:296;14;6;6;296;;;;;146
10/12/2021;13;6;06.325Z;6;325;;;14:6:6:180;14;6;6;180;;;;;145
10/12/2021;13;6;06.208Z;6;208;;;14:6:6:63;14;6;6;63;;;;;145
10/12/2021;13;6;06.092Z;6;92;;;14:6:5:946;14;6;5;946;;;;;146
10/12/2021;13;6;05.972Z;5;972;;;14:6:5:828;14;6;5;828;;;;;144
10/12/2021;13;6;05.856Z;5;856;;;14:6:5:712;14;6;5;712;;;;;144
10/12/2021;13;6;05.740Z;5;740;;;14:6:5:599;14;6;5;599;;;;;141
10/12/2021;13;6;05.626Z;5;626;;;14:6:5:481;14;6;5;481;;;;;145
10/12/2021;13;6;05.509Z;5;509;;;14:6:5:364;14;6;5;364;;;;;145
10/12/2021;13;6;05.392Z;5;392;;;14:6:5:247;14;6;5;247;;;;;145
10/12/2021;13;6;05.276Z;5;276;;;14:6:5:130;14;6;5;130;;;;;146
10/12/2021;13;6;05.158Z;5;158;;;14:6:5:17;14;6;5;17;;;;;141
10/12/2021;13;6;05.048Z;5;48;;;14:6:4:904;14;6;4;904;;;;;144
10/12/2021;13;6;04.934Z;4;934;;;14:6:4:791;14;6;4;791;;;;;143
10/12/2021;13;6;04.818Z;4;818;;;14:6:4:677;14;6;4;677;;;;;141
10/12/2021;13;6;04.708Z;4;708;;;14:6:4:564;14;6;4;564;;;;;144
10/12/2021;13;6;04.589Z;4;589;;;14:6:4:445;14;6;4;445;;;;;144
10/12/2021;13;6;04.473Z;4;473;;;14:6:4:328;14;6;4;328;;;;;145
10/12/2021;13;6;04.355Z;4;355;;;14:6:4:208;14;6;4;208;;;;;147
10/12/2021;13;6;04.236Z;4;236;;;14:6:4:97;14;6;4;97;;;;;139
10/12/2021;13;6;04.128Z;4;128;;;14:6:3:992;14;6;3;992;;;;;136
10/12/2021;13;6;04.023Z;4;23;;;14:6:3:792;14;6;3;792;;;;;231
10/12/2021;13;6;03.816Z;3;816;;;14:6:3:676;14;6;3;676;;;;;140
10/12/2021;13;6;03.707Z;3;707;;;14:6:3:561;14;6;3;561;;;;;146
10/12/2021;13;6;03.589Z;3;589;;;14:6:3:446;14;6;3;446;;;;;143
10/12/2021;13;6;03.474Z;3;474;;;14:6:3:330;14;6;3;330;;;;;144
10/12/2021;13;6;03.358Z;3;358;;;14:6:3:211;14;6;3;211;;;;;147
10/12/2021;13;6;03.239Z;3;239;;;14:6:3:96;14;6;3;96;;;;;143
10/12/2021;13;6;03.124Z;3;124;;;14:6:2:980;14;6;2;980;;;;;144
10/12/2021;13;6;03.008Z;3;8;;;14:6:2:862;14;6;2;862;;;;;146
10/12/2021;13;6;02.890Z;2;890;;;14:6:2:746;14;6;2;746;;;;;144
10/12/2021;13;6;02.774Z;2;774;;;14:6:2:630;14;6;2;630;;;;;144
10/12/2021;13;6;02.658Z;2;658;;;14:6:2:513;14;6;2;513;;;;;145
10/12/2021;13;6;02.539Z;2;539;;;14:6:2:391;14;6;2;391;;;;;148
10/12/2021;13;6;02.419Z;2;419;;;14:6:2:275;14;6;2;275;;;;;144
10/12/2021;13;6;02.304Z;2;304;;;14:6:2:159;14;6;2;159;;;;;145
10/12/2021;13;6;02.187Z;2;187;;;14:6:2:46;14;6;2;46;;;;;141
10/12/2021;13;6;02.073Z;2;73;;;14:6:1:928;14;6;1;928;;;;;145
10/12/2021;13;6;01.957Z;1;957;;;14:6:1:811;14;6;1;811;;;;;146
10/12/2021;13;6;01.836Z;1;836;;;14:6:1:691;14;6;1;691;;;;;145
10/12/2021;13;6;01.706Z;1;706;;;14:6:1:562;14;6;1;562;;;;;144
10/12/2021;13;6;01.591Z;1;591;;;14:6:1:446;14;6;1;446;;;;;145
10/12/2021;13;6;01.474Z;1;474;;;14:6:1:328;14;6;1;328;;;;;146
10/12/2021;13;6;01.357Z;1;357;;;14:6:1:213;14;6;1;213;;;;;144
10/12/2021;13;6;01.242Z;1;242;;;14:6:1:93;14;6;1;93;;;;;149
10/12/2021;13;6;01.122Z;1;122;;;14:6:0:978;14;6;0;978;;;;;144
10/12/2021;13;6;01.007Z;1;7;;;14:6:0:863;14;6;0;863;;;;;144
10/12/2021;13;6;00.892Z;0;892;;;14:6:0:748;14;6;0;748;;;;;144
10/12/2021;13;6;00.777Z;0;777;;;14:6:0:633;14;6;0;633;;;;;144
10/12/2021;13;6;00.662Z;0;662;;;14:6:0:518;14;6;0;518;;;;;144
10/12/2021;13;6;00.547Z;0;547;;;14:6:0:403;14;6;0;403;;;;;144
10/12/2021;13;6;00.432Z;0;432;;;14:6:0:289;14;6;0;289;;;;;143
10/12/2021;13;6;00.316Z;0;316;;;14:6:0:172;14;6;0;172;;;;;144
10/12/2021;13;6;00.200Z;0;200;;;14:6:0:56;14;6;0;56;;;;;144
10/12/2021;13;6;00.083Z;0;83;;;14:5:59:940;14;5;59;940;;;;;143
10/12/2021;13;5;59.968Z;59;968;;;14:5:59:824;14;5;59;824;;;;;144
10/12/2021;13;5;59.847Z;59;847;;;14:5:59:703;14;5;59;703;;;;;144
10/12/2021;13;5;59.731Z;59;731;;;14:5:59:587;14;5;59;587;;;;;144
10/12/2021;13;5;59.615Z;59;615;;;14:5:59:472;14;5;59;472;;;;;143
10/12/2021;13;5;59.500Z;59;500;;;14:5:59:356;14;5;59;356;;;;;144
10/12/2021;13;5;59.384Z;59;384;;;14:5:59:239;14;5;59;239;;;;;145
10/12/2021;13;5;59.267Z;59;267;;;14:5:59:123;14;5;59;123;;;;;144
10/12/2021;13;5;59.147Z;59;147;;;14:5:58:994;14;5;58;994;;;;;153
10/12/2021;13;5;59.022Z;59;22;;;14:5:58:877;14;5;58;877;;;;;145
10/12/2021;13;5;58.903Z;58;903;;;14:5:58:759;14;5;58;759;;;;;144
10/12/2021;13;5;58.786Z;58;786;;;14:5:58:642;14;5;58;642;;;;;144
10/12/2021;13;5;58.668Z;58;668;;;14:5:58:524;14;5;58;524;;;;;144
10/12/2021;13;5;58.550Z;58;550;;;14:5:58:406;14;5;58;406;;;;;144
10/12/2021;13;5;58.434Z;58;434;;;14:5:58:290;14;5;58;290;;;;;144
10/12/2021;13;5;58.318Z;58;318;;;14:5:58:162;14;5;58;162;;;;;156
10/12/2021;13;5;58.188Z;58;188;;;14:5:58:43;14;5;58;43;;;;;145
10/12/2021;13;5;58.070Z;58;70;;;14:5:57:840;14;5;57;840;;;;;230
10/12/2021;13;5;57.866Z;57;866;;;14:5:57:721;14;5;57;721;;;;;145
10/12/2021;13;5;57.750Z;57;750;;;14:5:57:605;14;5;57;605;;;;;145
10/12/2021;13;5;57.634Z;57;634;;;14:5:57:490;14;5;57;490;;;;;144
10/12/2021;13;5;57.516Z;57;516;;;14:5:57:371;14;5;57;371;;;;;145
10/12/2021;13;5;57.399Z;57;399;;;14:5:57:253;14;5;57;253;;;;;146
10/12/2021;13;5;57.279Z;57;279;;;14:5:57:135;14;5;57;135;;;;;144
10/12/2021;13;5;57.158Z;57;158;;;14:5:57:14;14;5;57;14;;;;;144
10/12/2021;13;5;57.040Z;57;40;;;14:5:56:896;14;5;56;896;;;;;144
10/12/2021;13;5;56.919Z;56;919;;;14:5:56:774;14;5;56;774;;;;;145
10/12/2021;13;5;56.801Z;56;801;;;14:5:56:661;14;5;56;661;;;;;140
10/12/2021;13;5;56.689Z;56;689;;;14:5:56:542;14;5;56;542;;;;;147
10/12/2021;13;5;56.569Z;56;569;;;14:5:56:425;14;5;56;425;;;;;144
10/12/2021;13;5;56.452Z;56;452;;;14:5:56:306;14;5;56;306;;;;;146
10/12/2021;13;5;56.332Z;56;332;;;14:5:56:188;14;5;56;188;;;;;144
10/12/2021;13;5;56.216Z;56;216;;;14:5:56:81;14;5;56;81;;;;;135
10/12/2021;13;5;56.112Z;56;112;;;14:5:55:967;14;5;55;967;;;;;145
10/12/2021;13;5;55.995Z;55;995;;;14:5:55:855;14;5;55;855;;;;;140
10/12/2021;13;5;55.882Z;55;882;;;14:5:55:737;14;5;55;737;;;;;145
10/12/2021;13;5;55.765Z;55;765;;;14:5:55:613;14;5;55;613;;;;;152
10/12/2021;13;5;55.640Z;55;640;;;14:5:55:495;14;5;55;495;;;;;145
10/12/2021;13;5;55.524Z;55;524;;;14:5:55:378;14;5;55;378;;;;;146
10/12/2021;13;5;55.407Z;55;407;;;14:5:55:263;14;5;55;263;;;;;144
10/12/2021;13;5;55.290Z;55;290;;;14:5:55:145;14;5;55;145;;;;;145
10/12/2021;13;5;55.174Z;55;174;;;14:5:55:29;14;5;55;29;;;;;145
10/12/2021;13;5;55.057Z;55;57;;;14:5:54:918;14;5;54;918;;;;;139
10/12/2021;13;5;54.944Z;54;944;;;14:5:54:800;14;5;54;800;;;;;144
10/12/2021;13;5;54.828Z;54;828;;;14:5:54:683;14;5;54;683;;;;;145
10/12/2021;13;5;54.712Z;54;712;;;14:5:54:566;14;5;54;566;;;;;146
10/12/2021;13;5;54.595Z;54;595;;;14:5:54:444;14;5;54;444;;;;;151
10/12/2021;13;5;54.472Z;54;472;;;14:5:54:329;14;5;54;329;;;;;143
10/12/2021;13;5;54.358Z;54;358;;;14:5:54:213;14;5;54;213;;;;;145
10/12/2021;13;5;54.240Z;54;240;;;14:5:54:96;14;5;54;96;;;;;144
10/12/2021;13;5;54.124Z;54;124;;;14:5:53:979;14;5;53;979;;;;;145
10/12/2021;13;5;54.008Z;54;8;;;14:5:53:863;14;5;53;863;;;;;145
10/12/2021;13;5;53.891Z;53;891;;;14:5:53:746;14;5;53;746;;;;;145
10/12/2021;13;5;53.774Z;53;774;;;14:5:53:628;14;5;53;628;;;;;146
10/12/2021;13;5;53.657Z;53;657;;;14:5:53:511;14;5;53;511;;;;;146
10/12/2021;13;5;53.539Z;53;539;;;14:5:53:398;14;5;53;398;;;;;141
10/12/2021;13;5;53.430Z;53;430;;;14:5:53:285;14;5;53;285;;;;;145
10/12/2021;13;5;53.313Z;53;313;;;14:5:53:170;14;5;53;170;;;;;143
10/12/2021;13;5;53.201Z;53;201;;;14:5:53:57;14;5;53;57;;;;;144
10/12/2021;13;5;53.085Z;53;85;;;14:5:52:941;14;5;52;941;;;;;144
10/12/2021;13;5;52.969Z;52;969;;;14:5:52:833;14;5;52;833;;;;;136
10/12/2021;13;5;52.865Z;52;865;;;14:5:52:722;14;5;52;722;;;;;143
10/12/2021;13;5;52.747Z;52;747;;;14:5:52:610;14;5;52;610;;;;;137
10/12/2021;13;5;52.642Z;52;642;;;14:5:52:501;14;5;52;501;;;;;141
10/12/2021;13;5;52.530Z;52;530;;;14:5:52:385;14;5;52;385;;;;;145
10/12/2021;13;5;52.410Z;52;410;;;14:5:52:266;14;5;52;266;;;;;144
10/12/2021;13;5;52.293Z;52;293;;;14:5:52:148;14;5;52;148;;;;;145
10/12/2021;13;5;52.175Z;52;175;;;14:5:51:910;14;5;51;910;;;;;265
10/12/2021;13;5;51.935Z;51;935;;;14:5:51:791;14;5;51;791;;;;;144
10/12/2021;13;5;51.817Z;51;817;;;14:5:51:673;14;5;51;673;;;;;144
10/12/2021;13;5;51.699Z;51;699;;;14:5:51:556;14;5;51;556;;;;;143
10/12/2021;13;5;51.582Z;51;582;;;14:5:51:438;14;5;51;438;;;;;144
10/12/2021;13;5;51.466Z;51;466;;;14:5:51:328;14;5;51;328;;;;;138
10/12/2021;13;5;51.354Z;51;354;;;14:5:51:205;14;5;51;205;;;;;149
10/12/2021;13;5;51.232Z;51;232;;;14:5:51:85;14;5;51;85;;;;;147
10/12/2021;13;5;51.112Z;51;112;;;14:5:50:967;14;5;50;967;;;;;145
10/12/2021;13;5;50.994Z;50;994;;;14:5:50:855;14;5;50;855;;;;;139
10/12/2021;13;5;50.886Z;50;886;;;14:5:50:742;14;5;50;742;;;;;144
10/12/2021;13;5;50.769Z;50;769;;;14:5:50:624;14;5;50;624;;;;;145
10/12/2021;13;5;50.652Z;50;652;;;14:5:50:507;14;5;50;507;;;;;145
10/12/2021;13;5;50.533Z;50;533;;;14:5:50:390;14;5;50;390;;;;;143
10/12/2021;13;5;50.416Z;50;416;;;14:5:50:272;14;5;50;272;;;;;144
10/12/2021;13;5;50.299Z;50;299;;;14:5:50:155;14;5;50;155;;;;;144
10/12/2021;13;5;50.183Z;50;183;;;14:5:50:39;14;5;50;39;;;;;144
10/12/2021;13;5;50.066Z;50;66;;;14:5:49:922;14;5;49;922;;;;;144
10/12/2021;13;5;49.949Z;49;949;;;14:5:49:805;14;5;49;805;;;;;144
10/12/2021;13;5;49.832Z;49;832;;;14:5:49:688;14;5;49;688;;;;;144
10/12/2021;13;5;49.713Z;49;713;;;14:5:49:570;14;5;49;570;;;;;143
10/12/2021;13;5;49.596Z;49;596;;;14:5:49:453;14;5;49;453;;;;;143
10/12/2021;13;5;49.480Z;49;480;;;14:5:49:333;14;5;49;333;;;;;147
10/12/2021;13;5;49.362Z;49;362;;;14:5:49:218;14;5;49;218;;;;;144
10/12/2021;13;5;49.244Z;49;244;;;14:5:49:100;14;5;49;100;;;;;144
10/12/2021;13;5;49.128Z;49;128;;;14:5:48:989;14;5;48;989;;;;;139
10/12/2021;13;5;49.020Z;49;20;;;14:5:48:882;14;5;48;882;;;;;138
10/12/2021;13;5;48.913Z;48;913;;;14:5:48:760;14;5;48;760;;;;;153
10/12/2021;13;5;48.787Z;48;787;;;14:5:48:644;14;5;48;644;;;;;143
10/12/2021;13;5;48.671Z;48;671;;;14:5:48:527;14;5;48;527;;;;;144
10/12/2021;13;5;48.555Z;48;555;;;14:5:48:411;14;5;48;411;;;;;144
10/12/2021;13;5;48.438Z;48;438;;;14:5:48:293;14;5;48;293;;;;;145
10/12/2021;13;5;48.321Z;48;321;;;14:5:48:177;14;5;48;177;;;;;144
10/12/2021;13;5;48.205Z;48;205;;;14:5:48:61;14;5;48;61;;;;;144
10/12/2021;13;5;48.088Z;48;88;;;14:5:47:946;14;5;47;946;;;;;142
10/12/2021;13;5;47.976Z;47;976;;;14:5:47:838;14;5;47;838;;;;;138
10/12/2021;13;5;47.865Z;47;865;;;14:5:47:721;14;5;47;721;;;;;144
10/12/2021;13;5;47.749Z;47;749;;;14:5:47:605;14;5;47;605;;;;;144
10/12/2021;13;5;47.624Z;47;624;;;14:5:47:438;14;5;47;438;;;;;186
10/12/2021;13;5;47.465Z;47;465;;;14:5:47:322;14;5;47;322;;;;;143
10/12/2021;13;5;47.349Z;47;349;;;14:5:47:210;14;5;47;210;;;;;139
10/12/2021;13;5;47.242Z;47;242;;;14:5:47:97;14;5;47;97;;;;;145
10/12/2021;13;5;47.126Z;47;126;;;14:5:46:986;14;5;46;986;;;;;140
10/12/2021;13;5;47.012Z;47;12;;;14:5:46:868;14;5;46;868;;;;;144
10/12/2021;13;5;46.896Z;46;896;;;14:5:46:752;14;5;46;752;;;;;144
10/12/2021;13;5;46.780Z;46;780;;;14:5:46:636;14;5;46;636;;;;;144
10/12/2021;13;5;46.664Z;46;664;;;14:5:46:529;14;5;46;529;;;;;135
10/12/2021;13;5;46.562Z;46;562;;;14:5:46:420;14;5;46;420;;;;;142
10/12/2021;13;5;46.447Z;46;447;;;14:5:46:304;14;5;46;304;;;;;143
10/12/2021;13;5;46.331Z;46;331;;;14:5:46:190;14;5;46;190;;;;;141
10/12/2021;13;5;46.216Z;46;216;;;14:5:45:986;14;5;45;986;;;;;230
10/12/2021;13;5;46.013Z;46;13;;;14:5:45:869;14;5;45;869;;;;;144
10/12/2021;13;5;45.896Z;45;896;;;14:5:45:752;14;5;45;752;;;;;144
10/12/2021;13;5;45.780Z;45;780;;;14:5:45:636;14;5;45;636;;;;;144
10/12/2021;13;5;45.664Z;45;664;;;14:5:45:520;14;5;45;520;;;;;144
10/12/2021;13;5;45.546Z;45;546;;;14:5:45:402;14;5;45;402;;;;;144
10/12/2021;13;5;45.428Z;45;428;;;14:5:45:284;14;5;45;284;;;;;144
10/12/2021;13;5;45.312Z;45;312;;;14:5:45:169;14;5;45;169;;;;;143
10/12/2021;13;5;45.197Z;45;197;;;14:5:45:37;14;5;45;37;;;;;160
10/12/2021;13;5;45.065Z;45;65;;;14:5:44:918;14;5;44;918;;;;;147
10/12/2021;13;5;44.943Z;44;943;;;14:5:44:799;14;5;44;799;;;;;144
10/12/2021;13;5;44.827Z;44;827;;;14:5:44:684;14;5;44;684;;;;;143
10/12/2021;13;5;44.710Z;44;710;;;14:5:44:567;14;5;44;567;;;;;143
10/12/2021;13;5;44.595Z;44;595;;;14:5:44:451;14;5;44;451;;;;;144
10/12/2021;13;5;44.478Z;44;478;;;14:5:44:333;14;5;44;333;;;;;145
10/12/2021;13;5;44.361Z;44;361;;;14:5:44:221;14;5;44;221;;;;;140
10/12/2021;13;5;44.246Z;44;246;;;14:5:44:102;14;5;44;102;;;;;144
10/12/2021;13;5;44.130Z;44;130;;;14:5:43:985;14;5;43;985;;;;;145
10/12/2021;13;5;44.013Z;44;13;;;14:5:43:869;14;5;43;869;;;;;144
10/12/2021;13;5;43.897Z;43;897;;;14:5:43:753;14;5;43;753;;;;;144
10/12/2021;13;5;43.781Z;43;781;;;14:5:43:637;14;5;43;637;;;;;144
10/12/2021;13;5;43.666Z;43;666;;;14:5:43:522;14;5;43;522;;;;;144
10/12/2021;13;5;43.549Z;43;549;;;14:5:43:405;14;5;43;405;;;;;144
10/12/2021;13;5;43.435Z;43;435;;;14:5:43:289;14;5;43;289;;;;;146
10/12/2021;13;5;43.318Z;43;318;;;14:5:43:174;14;5;43;174;;;;;144
10/12/2021;13;5;43.202Z;43;202;;;14:5:43:56;14;5;43;56;;;;;146
10/12/2021;13;5;43.084Z;43;84;;;14:5:42:941;14;5;42;941;;;;;143
10/12/2021;13;5;42.968Z;42;968;;;14:5:42:822;14;5;42;822;;;;;146
10/12/2021;13;5;42.850Z;42;850;;;14:5:42:706;14;5;42;706;;;;;144
10/12/2021;13;5;42.734Z;42;734;;;14:5:42:590;14;5;42;590;;;;;144
10/12/2021;13;5;42.618Z;42;618;;;14:5:42:482;14;5;42;482;;;;;136
10/12/2021;13;5;42.513Z;42;513;;;14:5:42:364;14;5;42;364;;;;;149
10/12/2021;13;5;42.395Z;42;395;;;14:5:42:253;14;5;42;253;;;;;142
10/12/2021;13;5;42.280Z;42;280;;;14:5:42:136;14;5;42;136;;;;;144
10/12/2021;13;5;42.163Z;42;163;;;14:5:42:21;14;5;42;21;;;;;142
10/12/2021;13;5;42.051Z;42;51;;;14:5:41:908;14;5;41;908;;;;;143
10/12/2021;13;5;41.936Z;41;936;;;14:5:41:798;14;5;41;798;;;;;138
10/12/2021;13;5;41.830Z;41;830;;;14:5:41:694;14;5;41;694;;;;;136
10/12/2021;13;5;41.723Z;41;723;;;14:5:41:585;14;5;41;585;;;;;138
10/12/2021;13;5;41.617Z;41;617;;;14:5:41:473;14;5;41;473;;;;;144
10/12/2021;13;5;41.500Z;41;500;;;14:5:41:359;14;5;41;359;;;;;141
10/12/2021;13;5;41.383Z;41;383;;;14:5:41:242;14;5;41;242;;;;;141
10/12/2021;13;5;41.271Z;41;271;;;14:5:41:127;14;5;41;127;;;;;144
10/12/2021;13;5;41.154Z;41;154;;;14:5:41:10;14;5;41;10;;;;;144
10/12/2021;13;5;41.039Z;41;39;;;14:5:40:890;14;5;40;890;;;;;149
10/12/2021;13;5;40.918Z;40;918;;;14:5:40:778;14;5;40;778;;;;;140
10/12/2021;13;5;40.805Z;40;805;;;14:5:40:661;14;5;40;661;;;;;144
10/12/2021;13;5;40.688Z;40;688;;;14:5:40:545;14;5;40;545;;;;;143
